"Balancing Authority","Coal Share(%)","Gas Share(%)","Oil Share(%)","Nuclear Share(%)","Hydro Share(%)","Solar Share(%)","Wind Share(%)","Carbon (lbs/kWh)","WC (m3/MWh)","WC (m3/MWh) - Zero water to hydro","WW (m3/MWh)"
"National Average",14.9745,38.8701,0.0784,12.4371,18.4641,2.8317,7.7653,0.3230,3.6876,0.9208,30.8718
