Date,"Balancing Authority","Coal Share(%)","Gas Share(%)","Oil Share(%)","Nuclear Share(%)","Hydro Share(%)","Solar Share(%)","Wind Share(%)","Carbon (lbs/kWh)","WC (m3/MWh)","WC (m3/MWh) - Zero water to hydro","WW (m3/MWh)"
"2021-12-01 00:00:00",AECI,56.09,42.68,0.00,0.02,0.01,0.00,1.21,0.6664,0.2400,0.2328,0.7932
"2021-12-01 01:00:00",AECI,56.88,40.03,0.00,0.15,0.07,0.01,2.86,0.6649,0.2924,0.2347,1.4354
"2021-12-01 02:00:00",AECI,57.83,38.45,0.00,0.00,0.00,0.00,3.72,0.6646,0.2076,0.2076,0.6385
"2021-12-01 03:00:00",AECI,55.70,41.65,0.00,0.00,0.00,0.00,2.65,0.6586,0.2249,0.2249,0.6806
"2021-12-01 04:00:00",AECI,55.73,43.06,0.00,0.00,0.00,0.00,1.21,0.6644,0.2325,0.2325,0.7006
"2021-12-01 05:00:00",AECI,54.59,41.83,0.00,0.00,2.49,0.00,1.10,0.6897,0.3616,0.2441,0.7506
"2021-12-01 06:00:00",AECI,55.85,39.88,0.00,0.26,0.13,0.00,3.87,0.6965,0.3846,0.2743,2.7537
"2021-12-01 07:00:00",AECI,53.50,40.48,0.00,0.45,0.19,0.00,5.36,0.6775,0.4690,0.3003,4.2408
"2021-12-01 08:00:00",AECI,54.78,37.79,0.00,0.80,0.30,0.00,6.31,0.6821,0.6044,0.3395,7.0305
"2021-12-01 09:00:00",AECI,55.37,32.22,0.00,0.79,0.22,0.00,11.39,0.6659,0.5016,0.3130,6.7416
"2021-12-01 10:00:00",AECI,58.61,25.86,0.00,1.44,0.14,0.00,13.91,0.6772,0.4993,0.3729,11.2418
"2021-12-01 11:00:00",AECI,62.80,21.56,0.00,1.76,0.15,0.00,13.67,0.7014,0.5148,0.3825,12.7266
"2021-12-01 12:00:00",AECI,64.37,17.07,0.00,2.22,0.24,0.00,16.03,0.7001,0.6040,0.3976,14.7727
"2021-12-01 13:00:00",AECI,63.96,14.42,0.00,2.88,0.30,0.00,18.36,0.6879,0.6924,0.4322,17.5354
"2021-12-01 14:00:00",AECI,62.15,13.56,0.00,2.80,0.24,0.00,21.17,0.6656,0.5931,0.3867,15.1989
"2021-12-01 15:00:00",AECI,58.66,13.04,0.00,2.83,0.24,0.00,25.15,0.6295,0.5714,0.3636,14.2007
"2021-12-01 16:00:00",AECI,56.24,13.26,0.00,3.04,0.28,0.00,27.10,0.6082,0.6131,0.3707,14.6051
"2021-12-01 17:00:00",AECI,60.34,13.65,0.00,2.30,0.31,0.00,23.33,0.6465,0.5905,0.3166,11.1561
"2021-12-01 18:00:00",AECI,61.78,15.90,0.00,1.83,0.61,0.00,19.83,0.6682,0.8433,0.3132,10.5740
"2021-12-01 19:00:00",AECI,61.79,16.34,0.00,1.59,0.53,0.00,19.70,0.6698,0.7793,0.3177,10.6484
"2021-12-01 20:00:00",AECI,66.27,19.95,0.00,1.16,0.41,0.03,12.15,0.7256,0.6583,0.3022,8.4684
"2021-12-01 21:00:00",AECI,75.46,19.30,0.00,0.57,0.27,0.04,4.34,0.8089,0.4852,0.2490,4.9165
"2021-12-01 22:00:00",AECI,77.32,21.34,0.00,0.00,0.35,0.00,0.99,0.8297,0.1954,0.1790,0.3939
"2021-12-01 23:00:00",AECI,76.58,22.81,0.00,0.00,0.00,0.00,0.62,0.8282,0.1846,0.1846,0.3967
"2021-12-02 00:00:00",AECI,74.73,22.60,0.00,0.45,0.22,0.03,1.96,0.8137,0.4432,0.2507,4.2954
"2021-12-02 01:00:00",AECI,72.09,21.29,0.00,1.16,0.56,0.08,4.80,0.7896,0.8401,0.3491,10.3296
"2021-12-02 02:00:00",AECI,70.21,20.35,0.00,1.23,0.58,0.07,7.53,0.7680,0.8590,0.3500,10.7675
"2021-12-02 03:00:00",AECI,68.36,19.57,0.00,1.29,0.61,0.07,10.06,0.7475,0.8867,0.3521,11.1940
"2021-12-02 04:00:00",AECI,66.40,18.90,0.00,1.27,0.59,0.02,12.77,0.7252,0.8576,0.3379,10.7372
"2021-12-02 05:00:00",AECI,62.48,18.61,0.00,1.29,0.61,0.00,16.98,0.6862,0.8610,0.3311,10.6519
"2021-12-02 06:00:00",AECI,62.34,18.24,0.00,1.22,0.52,0.00,17.64,0.6826,0.7700,0.3161,9.8803
"2021-12-02 07:00:00",AECI,62.99,17.87,0.00,1.15,0.44,0.00,17.53,0.6859,0.6779,0.2921,8.6079
"2021-12-02 08:00:00",AECI,63.47,16.54,0.00,1.20,0.45,0.00,18.30,0.6850,0.6798,0.2839,8.4999
"2021-12-02 09:00:00",AECI,64.28,15.97,0.00,1.17,0.29,0.00,18.26,0.6892,0.5157,0.2653,7.5256
"2021-12-02 10:00:00",AECI,66.04,7.39,0.00,2.04,0.21,0.00,24.27,0.6764,0.4897,0.3092,11.9709
"2021-12-02 11:00:00",AECI,65.17,3.21,0.00,2.53,0.23,0.00,28.79,0.6529,0.5287,0.3246,14.0510
"2021-12-02 12:00:00",AECI,62.05,3.53,0.00,2.87,0.32,0.00,31.17,0.6248,0.6163,0.3395,15.1271
"2021-12-02 13:00:00",AECI,58.94,4.01,0.00,3.24,0.36,0.00,33.37,0.5979,0.6768,0.3599,16.4147
"2021-12-02 14:00:00",AECI,59.56,3.81,0.00,3.09,0.28,0.00,33.18,0.6021,0.5794,0.3328,14.8005
"2021-12-02 15:00:00",AECI,58.79,4.55,0.00,3.16,0.28,0.00,33.16,0.5985,0.5827,0.3418,15.0220
"2021-12-02 16:00:00",AECI,58.21,5.65,0.00,3.09,0.27,0.00,32.70,0.5988,0.5809,0.3487,14.8987
"2021-12-02 17:00:00",AECI,60.62,5.96,0.00,2.49,0.70,0.00,29.87,0.6230,0.6148,0.3302,13.3999
"2021-12-02 18:00:00",AECI,64.89,7.03,0.00,1.85,5.05,0.00,19.96,0.6673,1.0705,0.3163,12.4585
"2021-12-02 19:00:00",AECI,67.55,9.15,0.00,1.51,6.07,0.00,14.30,0.7009,1.0603,0.3243,12.1784
"2021-12-02 20:00:00",AECI,72.87,13.19,0.00,1.26,3.62,0.03,7.93,0.7666,0.9264,0.3271,10.9808
"2021-12-02 21:00:00",AECI,75.82,14.93,0.00,0.81,3.87,0.06,2.91,0.7986,0.7825,0.2761,7.4911
"2021-12-02 22:00:00",AECI,76.48,14.22,0.00,0.36,5.68,0.03,0.55,0.7980,0.6105,0.2074,3.8541
"2021-12-02 23:00:00",AECI,79.56,13.18,0.00,0.00,3.82,0.00,0.54,0.8196,0.3260,0.1455,0.4485
"2021-12-03 00:00:00",AECI,82.85,12.34,0.00,0.00,1.92,0.00,0.56,0.8481,0.2358,0.1454,0.3506
"2021-12-03 01:00:00",AECI,81.84,14.54,0.00,0.00,0.99,0.00,1.41,0.8469,0.2008,0.1540,0.3360
"2021-12-03 02:00:00",AECI,82.27,14.59,0.00,0.00,0.58,0.00,1.77,0.8512,0.1822,0.1547,0.3179
"2021-12-03 03:00:00",AECI,84.15,13.55,0.00,0.00,0.00,0.00,2.30,0.8654,0.1522,0.1522,0.2782
"2021-12-03 04:00:00",AECI,83.19,13.05,0.00,0.00,0.13,0.00,3.39,0.8542,0.1551,0.1489,0.2765
"2021-12-03 05:00:00",AECI,78.42,13.46,0.00,0.13,1.35,0.00,5.78,0.8106,0.2721,0.1633,1.3691
"2021-12-03 06:00:00",AECI,74.93,11.04,0.00,0.55,0.23,0.00,13.24,0.7698,0.4024,0.2009,4.3900
"2021-12-03 07:00:00",AECI,67.11,12.28,0.00,0.86,0.31,0.00,19.43,0.7000,0.4880,0.2196,5.7727
"2021-12-03 08:00:00",AECI,61.16,10.08,0.00,1.53,0.55,0.00,26.64,0.6365,0.7400,0.2567,9.0297
"2021-12-03 09:00:00",AECI,59.61,9.18,0.00,2.04,0.57,0.00,28.53,0.6194,0.7766,0.2797,10.7374
"2021-12-03 10:00:00",AECI,53.68,4.91,0.00,3.58,0.88,0.00,35.70,0.5510,0.7216,0.3695,17.2005
"2021-12-03 11:00:00",AECI,49.97,4.42,0.00,4.14,1.31,0.00,38.07,0.5143,0.7797,0.3874,18.7089
"2021-12-03 12:00:00",AECI,48.97,4.05,0.00,4.22,1.06,0.00,39.00,0.5022,0.7977,0.3675,17.8714
"2021-12-03 13:00:00",AECI,53.31,4.28,0.00,4.26,0.47,0.00,37.55,0.5455,0.7903,0.3779,18.0791
"2021-12-03 14:00:00",AECI,60.08,3.34,0.00,3.59,0.33,0.00,32.57,0.6044,0.6121,0.3271,14.8598
"2021-12-03 15:00:00",AECI,63.53,2.79,0.00,2.93,0.38,0.00,29.73,0.6339,0.5331,0.2902,12.5465
"2021-12-03 16:00:00",AECI,66.49,4.18,0.00,2.18,0.37,0.00,25.80,0.6659,0.4312,0.2594,10.1197
"2021-12-03 17:00:00",AECI,70.23,5.98,0.00,1.69,1.57,0.00,19.67,0.7081,0.4630,0.2520,8.9876
"2021-12-03 18:00:00",AECI,69.99,6.05,0.00,1.46,5.69,0.00,15.24,0.7058,0.9033,0.2468,9.1055
"2021-12-03 19:00:00",AECI,73.33,6.27,0.00,1.55,2.11,0.00,15.99,0.7398,0.8169,0.2730,10.2148
"2021-12-03 20:00:00",AECI,74.06,6.02,0.00,1.28,1.95,0.02,15.85,0.7449,0.7718,0.2465,8.6358
"2021-12-03 21:00:00",AECI,74.19,6.33,0.00,1.19,2.72,0.09,14.29,0.7477,0.8762,0.2389,8.1080
"2021-12-03 22:00:00",AECI,70.96,5.44,0.00,1.14,3.97,0.09,16.92,0.7129,0.8913,0.2300,8.0242
"2021-12-03 23:00:00",AECI,71.73,4.93,0.00,1.39,1.80,0.10,19.00,0.7199,0.9098,0.2579,9.6593
"2021-12-04 00:00:00",AECI,72.27,5.32,0.00,1.61,0.94,0.11,19.41,0.7279,0.9737,0.2888,11.3189
"2021-12-04 01:00:00",AECI,72.12,3.59,0.00,1.59,1.11,0.11,20.68,0.7200,0.9238,0.2797,11.1383
"2021-12-04 02:00:00",AECI,70.59,2.62,0.00,1.54,1.03,0.11,23.18,0.7008,0.8723,0.2619,10.4318
"2021-12-04 03:00:00",AECI,71.89,3.10,0.00,1.78,0.89,0.14,21.85,0.7171,0.9842,0.3023,12.5722
"2021-12-04 04:00:00",AECI,71.33,3.80,0.00,2.05,0.97,0.10,21.55,0.7162,1.1241,0.3416,14.7367
"2021-12-04 05:00:00",AECI,62.18,4.88,0.00,2.43,2.93,0.01,26.12,0.6343,1.3563,0.3798,17.3430
"2021-12-04 06:00:00",AECI,58.78,5.75,0.00,2.86,2.94,0.00,27.98,0.6067,1.4914,0.4094,19.0855
"2021-12-04 07:00:00",AECI,55.55,5.10,0.00,2.98,2.70,0.00,31.24,0.5711,1.4337,0.3688,17.2788
"2021-12-04 08:00:00",AECI,56.14,5.02,0.00,3.34,1.64,0.00,31.99,0.5766,1.4303,0.3793,17.9846
"2021-12-04 09:00:00",AECI,57.08,4.57,0.00,3.41,1.00,0.00,33.09,0.5832,1.1089,0.3731,17.4912
"2021-12-04 10:00:00",AECI,56.99,3.90,0.00,3.45,0.47,0.00,34.46,0.5785,0.6532,0.3580,16.5250
"2021-12-04 11:00:00",AECI,54.03,4.02,0.00,3.63,0.64,0.00,36.20,0.5508,0.6654,0.3638,17.0462
"2021-12-04 12:00:00",AECI,54.33,3.55,0.00,3.57,0.93,0.00,35.26,0.5508,0.7197,0.3481,16.4013
"2021-12-04 13:00:00",AECI,52.54,3.87,0.00,3.74,1.17,0.00,35.44,0.5353,0.7479,0.3529,16.7103
"2021-12-04 14:00:00",AECI,53.03,3.76,0.00,3.57,1.34,0.00,33.88,0.5392,0.6637,0.3455,16.1798
"2021-12-04 15:00:00",AECI,54.10,3.93,0.00,3.68,1.25,0.00,32.80,0.5512,0.6813,0.3715,17.5526
"2021-12-04 16:00:00",AECI,57.13,3.97,0.00,3.36,1.19,0.00,30.26,0.5806,0.6626,0.3710,17.1962
"2021-12-04 17:00:00",AECI,58.04,3.92,0.00,2.81,1.27,0.00,29.18,0.5887,0.6183,0.3545,16.0199
"2021-12-04 18:00:00",AECI,61.13,3.55,0.00,2.18,1.41,0.00,27.02,0.6153,0.7462,0.3072,13.2670
"2021-12-04 19:00:00",AECI,66.07,3.71,0.00,1.81,1.50,0.00,22.27,0.6630,0.7539,0.2873,11.6550
"2021-12-04 20:00:00",AECI,72.57,3.23,0.00,1.42,1.41,0.02,17.04,0.7228,0.7499,0.2699,10.3636
"2021-12-04 21:00:00",AECI,75.33,1.82,0.00,0.68,4.74,0.03,13.71,0.7398,0.6491,0.1835,5.6516
"2021-12-04 22:00:00",AECI,80.49,1.18,0.00,0.47,4.26,0.03,10.12,0.7856,0.5377,0.1595,4.1067
"2021-12-04 23:00:00",AECI,82.64,1.56,0.00,0.58,3.51,0.03,7.83,0.8089,0.5688,0.1822,5.1325
"2021-12-05 00:00:00",AECI,84.80,0.60,0.00,0.23,2.48,0.01,7.76,0.8232,0.3284,0.1296,2.1543
"2021-12-05 01:00:00",AECI,86.43,0.00,0.00,0.00,1.98,0.00,8.16,0.8348,0.1887,0.0951,0.1887
"2021-12-05 02:00:00",AECI,84.65,0.09,0.00,0.04,1.85,0.00,10.11,0.8182,0.1978,0.0989,0.4938
"2021-12-05 03:00:00",AECI,81.06,0.53,0.00,0.22,1.24,0.02,14.21,0.7867,0.2528,0.1236,1.9993
"2021-12-05 04:00:00",AECI,79.25,1.93,0.00,0.71,1.57,0.04,13.33,0.7787,0.5082,0.1998,6.1395
"2021-12-05 05:00:00",AECI,76.12,2.54,0.00,0.86,0.80,0.00,17.37,0.7522,0.5470,0.2248,7.5587
"2021-12-05 06:00:00",AECI,70.11,3.45,0.00,1.23,0.97,0.00,21.68,0.7003,0.6910,0.2735,10.5036
"2021-12-05 07:00:00",AECI,68.37,3.06,0.00,1.30,1.08,0.00,23.95,0.6813,0.6955,0.2642,10.3001
"2021-12-05 08:00:00",AECI,66.01,3.64,0.00,1.63,1.29,0.00,24.87,0.6622,0.8269,0.2894,11.8280
"2021-12-05 09:00:00",AECI,67.52,3.77,0.00,2.04,0.87,0.00,24.48,0.6787,0.8286,0.3338,14.3083
"2021-12-05 10:00:00",AECI,66.87,3.58,0.00,2.15,0.53,0.00,25.77,0.6717,0.5823,0.3400,14.5759
"2021-12-05 11:00:00",AECI,64.93,3.45,0.00,2.13,0.64,0.00,27.20,0.6518,0.5423,0.3214,13.6623
"2021-12-05 12:00:00",AECI,61.10,2.71,0.00,2.19,0.47,0.00,32.58,0.6104,0.5699,0.2949,12.8031
"2021-12-05 13:00:00",AECI,58.51,2.97,0.00,2.53,0.43,0.00,35.48,0.5866,0.6709,0.2942,13.0073
"2021-12-05 14:00:00",AECI,52.71,3.77,0.00,2.97,0.44,0.00,40.02,0.5352,0.6891,0.3076,13.8948
"2021-12-05 15:00:00",AECI,50.83,3.67,0.00,3.00,0.54,0.00,40.97,0.5161,0.6165,0.2930,13.1715
"2021-12-05 16:00:00",AECI,49.12,4.14,0.00,3.05,0.55,0.00,42.13,0.5019,0.6218,0.2928,13.0634
"2021-12-05 17:00:00",AECI,49.55,4.38,0.00,2.92,0.81,0.00,40.42,0.5073,0.6955,0.2899,12.7850
"2021-12-05 18:00:00",AECI,50.23,4.24,0.00,2.76,1.37,0.00,39.10,0.5127,1.0964,0.2739,12.2601
"2021-12-05 19:00:00",AECI,52.01,4.48,0.00,2.72,1.50,0.00,37.29,0.5313,1.2669,0.2836,12.7405
"2021-12-05 20:00:00",AECI,54.52,4.10,0.00,2.46,1.45,0.05,35.39,0.5535,1.1865,0.2697,11.7871
"2021-12-05 21:00:00",AECI,60.52,3.33,0.00,1.98,1.28,0.17,31.16,0.6071,1.0830,0.2413,9.8585
"2021-12-05 22:00:00",AECI,68.23,1.97,0.00,1.28,0.91,0.13,26.03,0.6727,0.7386,0.1908,6.6472
"2021-12-05 23:00:00",AECI,68.25,1.28,0.00,0.82,0.80,0.08,27.03,0.6683,0.5387,0.1547,4.6255
"2021-12-06 00:00:00",AECI,70.71,1.38,0.00,0.90,0.46,0.08,26.19,0.6929,0.5295,0.1700,5.3028
"2021-12-06 01:00:00",AECI,70.73,1.70,0.00,1.20,0.54,0.10,25.68,0.6956,0.6729,0.1982,6.9619
"2021-12-06 02:00:00",AECI,67.32,1.83,0.00,1.20,0.88,0.10,28.03,0.6631,0.6776,0.1869,6.4847
"2021-12-06 03:00:00",AECI,64.80,1.85,0.00,1.08,0.89,0.11,30.56,0.6386,0.6289,0.1738,5.7966
"2021-12-06 04:00:00",AECI,64.73,2.16,0.00,1.09,1.01,0.08,30.15,0.6397,0.7019,0.1848,6.3718
"2021-12-06 05:00:00",AECI,61.42,2.90,0.00,1.43,1.08,0.01,32.94,0.6121,0.9248,0.2142,8.2496
"2021-12-06 06:00:00",AECI,57.34,3.47,0.00,1.59,1.66,0.00,35.28,0.5758,0.9726,0.2210,8.7166
"2021-12-06 07:00:00",AECI,57.75,3.47,0.00,1.57,0.78,0.00,36.38,0.5796,0.8996,0.2163,8.3421
"2021-12-06 08:00:00",AECI,54.94,3.97,0.00,1.79,0.87,0.00,38.22,0.5555,0.9215,0.2307,9.1830
"2021-12-06 09:00:00",AECI,54.03,3.74,0.00,1.97,0.88,0.00,39.22,0.5456,0.9567,0.2334,9.5896
"2021-12-06 10:00:00",AECI,50.01,4.12,0.00,2.26,0.41,0.00,43.13,0.5093,0.6134,0.2508,10.3880
"2021-12-06 11:00:00",AECI,49.53,3.23,0.00,2.10,0.38,0.00,44.55,0.4995,0.5350,0.2284,9.4543
"2021-12-06 12:00:00",AECI,46.80,3.02,0.00,2.32,0.39,0.00,47.18,0.4723,0.5301,0.2336,10.0816
"2021-12-06 13:00:00",AECI,46.62,3.04,0.00,2.33,0.41,0.00,47.42,0.4706,0.5645,0.2281,9.8112
"2021-12-06 14:00:00",AECI,50.09,3.22,0.00,2.30,0.32,0.00,43.89,0.5054,0.5068,0.2457,10.4345
"2021-12-06 15:00:00",AECI,51.18,4.68,0.00,2.13,0.42,0.00,40.88,0.5216,0.4952,0.2522,10.3191
"2021-12-06 16:00:00",AECI,49.36,9.18,0.00,1.83,0.61,0.00,37.87,0.5214,0.5041,0.2581,9.5730
"2021-12-06 17:00:00",AECI,50.97,9.61,0.00,1.70,1.20,0.00,34.58,0.5392,0.5868,0.2611,9.4555
"2021-12-06 18:00:00",AECI,55.59,8.82,0.00,1.27,3.35,0.00,29.12,0.5786,0.8009,0.2215,7.3818
"2021-12-06 19:00:00",AECI,53.55,13.06,0.00,1.22,4.00,0.00,26.00,0.5758,0.8375,0.2373,7.3218
"2021-12-06 20:00:00",AECI,54.66,19.59,0.00,0.67,3.92,0.02,19.30,0.6089,0.6370,0.2189,4.5947
"2021-12-06 21:00:00",AECI,53.96,19.39,0.00,0.43,3.05,0.03,21.63,0.5996,0.5005,0.1906,3.0694
"2021-12-06 22:00:00",AECI,53.80,19.56,0.00,0.23,2.97,0.02,21.74,0.5974,0.3979,0.1698,1.8381
"2021-12-06 23:00:00",AECI,55.90,20.62,0.00,0.30,2.55,0.02,18.16,0.6227,0.4250,0.1889,2.4795
"2021-12-07 00:00:00",AECI,60.38,22.34,0.00,0.32,1.26,0.02,13.10,0.6732,0.3755,0.2089,2.8060
"2021-12-07 01:00:00",AECI,61.27,24.34,0.00,0.00,1.10,0.00,10.77,0.6863,0.2265,0.1745,0.4529
"2021-12-07 02:00:00",AECI,60.39,27.69,0.00,0.00,1.10,0.00,8.39,0.6908,0.2400,0.1882,0.4974
"2021-12-07 03:00:00",AECI,60.12,29.47,0.00,0.16,1.34,0.01,6.22,0.6969,0.3411,0.2220,1.9561
"2021-12-07 04:00:00",AECI,55.86,35.18,0.00,0.00,4.01,0.00,1.74,0.6761,0.4056,0.2162,0.7327
"2021-12-07 05:00:00",AECI,52.57,34.40,0.00,0.00,9.14,0.00,0.78,0.6414,0.6407,0.2092,0.9607
"2021-12-07 06:00:00",AECI,54.81,33.06,0.01,0.08,8.45,0.00,0.84,0.6587,0.6537,0.2192,1.6741
"2021-12-07 07:00:00",AECI,54.67,35.24,0.01,0.07,6.52,0.00,0.67,0.6657,0.5617,0.2264,1.4884
"2021-12-07 08:00:00",AECI,56.14,37.28,0.02,0.18,2.30,0.00,1.54,0.6888,0.4248,0.2522,2.2036
"2021-12-07 09:00:00",AECI,57.40,35.15,0.02,0.29,1.18,0.00,3.41,0.6933,0.4023,0.2570,2.8606
"2021-12-07 10:00:00",AECI,60.32,28.65,0.00,0.55,1.14,0.00,6.69,0.6977,0.3825,0.2588,4.2331
"2021-12-07 11:00:00",AECI,62.88,24.15,0.00,0.66,1.06,0.00,8.73,0.7048,0.3665,0.2448,4.3866
"2021-12-07 12:00:00",AECI,63.66,20.75,0.00,1.00,0.57,0.00,11.94,0.7007,0.3912,0.2586,5.9222
"2021-12-07 13:00:00",AECI,62.14,19.51,0.00,1.34,0.41,0.00,15.32,0.6828,0.4375,0.2790,7.4624
"2021-12-07 14:00:00",AECI,59.04,19.18,0.00,1.41,0.47,0.00,18.27,0.6517,0.4120,0.2743,7.4320
"2021-12-07 15:00:00",AECI,54.64,18.90,0.00,1.50,0.61,0.00,22.20,0.6089,0.4294,0.2775,7.8960
"2021-12-07 16:00:00",AECI,52.93,18.41,0.00,1.43,1.02,0.00,23.66,0.5906,0.4516,0.2702,7.6790
"2021-12-07 17:00:00",AECI,54.06,17.82,0.00,1.46,1.86,0.00,23.07,0.5999,0.5046,0.2752,7.9959
"2021-12-07 18:00:00",AECI,50.93,19.24,0.00,1.13,6.99,0.00,19.97,0.5734,0.9099,0.2514,7.0044
"2021-12-07 19:00:00",AECI,51.71,21.84,0.00,1.34,6.12,0.00,17.38,0.5937,1.0240,0.3020,9.0854
"2021-12-07 20:00:00",AECI,56.04,22.43,0.00,1.22,2.26,0.01,16.69,0.6373,0.8200,0.3046,8.6527
"2021-12-07 21:00:00",AECI,57.31,22.81,0.00,0.89,1.70,0.02,15.37,0.6493,0.6619,0.2777,6.8768
"2021-12-07 22:00:00",AECI,56.67,22.00,0.00,1.02,1.25,0.03,16.79,0.6410,0.6871,0.2938,8.0128
"2021-12-07 23:00:00",AECI,57.33,21.69,0.00,0.80,1.00,0.03,16.72,0.6447,0.5392,0.2668,6.4335
"2021-12-08 00:00:00",AECI,56.03,23.05,0.00,0.46,1.35,0.02,15.36,0.6349,0.4198,0.2294,4.0870
"2021-12-08 01:00:00",AECI,55.92,22.60,0.00,0.19,1.28,0.01,15.03,0.6297,0.3087,0.1899,2.0284
"2021-12-08 02:00:00",AECI,55.78,22.54,0.00,0.25,1.50,0.01,14.40,0.6288,0.3538,0.2005,2.6438
"2021-12-08 03:00:00",AECI,56.61,25.52,0.00,0.30,1.96,0.01,10.81,0.6490,0.4162,0.2230,3.1682
"2021-12-08 04:00:00",AECI,55.67,27.06,0.00,0.00,7.93,0.00,6.03,0.6428,0.5545,0.1803,0.8062
"2021-12-08 05:00:00",AECI,49.73,26.46,0.00,0.00,14.36,0.00,6.88,0.5831,0.8491,0.1711,1.0952
"2021-12-08 06:00:00",AECI,49.52,27.95,0.00,0.00,11.85,0.00,8.38,0.5868,0.7369,0.1775,0.9969
"2021-12-08 07:00:00",AECI,53.67,25.40,0.00,0.07,7.66,0.00,11.09,0.6178,0.5729,0.1819,1.3803
"2021-12-08 08:00:00",AECI,56.48,24.78,0.00,0.08,2.90,0.00,13.73,0.6426,0.3597,0.1853,1.3150
"2021-12-08 09:00:00",AECI,57.03,27.67,0.00,0.01,0.76,0.00,11.27,0.6584,0.2235,0.1855,0.5322
"2021-12-08 10:00:00",AECI,58.96,27.76,0.00,0.51,0.89,0.00,7.80,0.6826,0.3761,0.2695,4.9178
"2021-12-08 11:00:00",AECI,62.33,25.87,0.00,0.96,0.92,0.00,5.76,0.7113,0.4815,0.3292,8.4429
"2021-12-08 12:00:00",AECI,62.69,26.78,0.00,1.08,0.93,0.00,4.40,0.7192,0.5097,0.3489,9.3127
"2021-12-08 13:00:00",AECI,63.12,27.33,0.00,1.02,0.79,0.00,4.07,0.7245,0.4835,0.3369,8.5194
"2021-12-08 14:00:00",AECI,63.65,28.01,0.00,0.89,0.64,0.00,3.76,0.7310,0.4276,0.3187,7.3348
"2021-12-08 15:00:00",AECI,62.64,28.66,0.00,0.77,0.78,0.00,3.58,0.7229,0.4051,0.3014,6.2541
"2021-12-08 16:00:00",AECI,63.26,29.30,0.00,0.45,1.74,0.00,2.52,0.7287,0.3809,0.2601,3.8668
"2021-12-08 17:00:00",AECI,58.82,29.68,0.00,0.24,7.36,0.00,1.62,0.6856,0.5996,0.2288,2.6087
"2021-12-08 18:00:00",AECI,51.96,31.11,0.00,0.00,13.80,0.00,0.70,0.6226,0.8455,0.1940,1.1348
"2021-12-08 19:00:00",AECI,50.43,32.41,0.00,0.00,13.65,0.00,1.11,0.6130,0.8422,0.1981,1.1437
"2021-12-08 20:00:00",AECI,52.33,30.90,0.00,0.00,12.64,0.00,1.28,0.6254,0.7902,0.1935,1.0776
"2021-12-08 21:00:00",AECI,57.07,32.48,0.00,0.00,6.01,0.00,1.23,0.6774,0.4895,0.2057,0.7915
"2021-12-08 22:00:00",AECI,59.03,31.18,0.00,0.00,4.41,0.00,1.71,0.6912,0.4103,0.2021,0.7003
"2021-12-08 23:00:00",AECI,68.16,25.65,0.00,0.00,1.01,0.00,2.07,0.7580,0.2356,0.1879,0.4742
"2021-12-09 00:00:00",AECI,70.53,23.97,0.00,0.00,0.50,0.00,3.30,0.7743,0.2065,0.1830,0.4294
"2021-12-09 01:00:00",AECI,71.86,20.43,0.00,0.49,0.35,0.01,6.26,0.7767,0.3954,0.2255,3.6380
"2021-12-09 02:00:00",AECI,67.98,18.75,0.00,0.90,0.34,0.03,11.96,0.7346,0.5480,0.2493,5.7362
"2021-12-09 03:00:00",AECI,59.42,14.77,0.01,2.04,0.77,0.02,22.91,0.6415,0.9916,0.3193,11.5527
"2021-12-09 04:00:00",AECI,56.34,13.77,0.00,2.11,0.89,0.01,26.69,0.6078,1.0056,0.3036,11.0608
"2021-12-09 05:00:00",AECI,52.27,14.32,0.00,1.45,3.83,0.00,26.93,0.5668,0.8419,0.2355,7.3230
"2021-12-09 06:00:00",AECI,51.26,13.26,0.00,1.55,3.10,0.00,29.77,0.5536,0.7688,0.2383,7.6894
"2021-12-09 07:00:00",AECI,52.49,13.42,0.00,1.56,1.62,0.00,30.21,0.5661,0.7081,0.2391,7.5622
"2021-12-09 08:00:00",AECI,53.38,13.20,0.00,1.61,0.92,0.00,30.38,0.5739,0.6787,0.2400,7.5932
"2021-12-09 09:00:00",AECI,53.95,13.16,0.00,1.64,0.48,0.00,30.73,0.5788,0.6555,0.2396,7.6034
"2021-12-09 10:00:00",AECI,53.32,10.36,0.00,1.92,0.62,0.00,33.14,0.5627,0.5056,0.2455,8.5367
"2021-12-09 11:00:00",AECI,50.17,9.54,0.01,2.19,0.83,0.00,36.29,0.5289,0.5227,0.2451,9.0494
"2021-12-09 12:00:00",AECI,48.49,10.20,0.01,2.27,0.92,0.00,36.98,0.5153,0.5272,0.2454,9.0189
"2021-12-09 13:00:00",AECI,45.29,11.46,0.01,2.36,1.22,0.00,38.04,0.4897,0.5565,0.2514,9.2917
"2021-12-09 14:00:00",AECI,44.42,10.95,0.01,2.54,1.11,0.00,39.44,0.4799,0.5292,0.2626,10.0791
"2021-12-09 15:00:00",AECI,45.28,12.40,0.01,2.84,0.98,0.00,37.20,0.4949,0.5833,0.2898,11.2625
"2021-12-09 16:00:00",AECI,49.34,12.57,0.01,2.65,0.89,0.00,33.61,0.5351,0.5699,0.2905,10.8620
"2021-12-09 17:00:00",AECI,48.33,15.26,0.01,2.34,2.18,0.00,30.21,0.5361,0.6174,0.2919,10.2041
