Date,"Balancing Authority","Coal Share(%)","Gas Share(%)","Oil Share(%)","Nuclear Share(%)","Hydro Share(%)","Solar Share(%)","Wind Share(%)","Carbon (lbs/kWh)","WC (m3/MWh)","WC (m3/MWh) - Zero water to hydro","WW (m3/MWh)"
"2021-12-29 12:00:00",CHPD,0.00,0.00,0.00,0.00,99.94,0.00,0.06,0.0000,0.0000,0.0000,0.0000
"2021-12-29 13:00:00",CHPD,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000
"2021-12-29 14:00:00",CHPD,0.00,0.00,0.00,0.00,99.87,0.00,0.13,0.0000,0.0000,0.0000,0.0000
"2021-12-29 15:00:00",CHPD,0.00,0.00,0.00,0.00,99.95,0.00,0.05,0.0000,0.0000,0.0000,0.0000
"2021-12-29 16:00:00",CHPD,0.00,0.00,0.00,0.00,99.81,0.00,0.19,0.0000,0.0000,0.0000,0.0000
"2021-12-29 17:00:00",CHPD,0.00,0.00,0.00,0.00,99.72,0.00,0.28,0.0000,0.0000,0.0000,0.0000
"2021-12-29 18:00:00",CHPD,0.00,0.00,0.00,0.00,99.73,0.00,0.27,0.0000,0.0000,0.0000,0.0000
"2021-12-29 19:00:00",CHPD,0.00,0.00,0.00,0.00,99.73,0.00,0.27,0.0000,0.0000,0.0000,0.0000
"2021-12-29 20:00:00",CHPD,0.00,0.00,0.00,0.00,99.74,0.00,0.26,0.0000,0.0000,0.0000,0.0000
"2021-12-29 21:00:00",CHPD,0.00,0.00,0.00,0.00,99.74,0.00,0.26,0.0000,0.0000,0.0000,0.0000
"2021-12-29 22:00:00",CHPD,0.00,0.00,0.00,0.00,99.75,0.00,0.25,0.0000,0.0000,0.0000,0.0000
"2021-12-29 23:00:00",CHPD,0.00,0.00,0.00,0.00,99.75,0.00,0.25,0.0000,0.0000,0.0000,0.0000
"2021-12-30 00:00:00",CHPD,0.00,0.00,0.00,0.00,99.81,0.00,0.19,0.0000,0.0000,0.0000,0.0000
"2021-12-30 01:00:00",CHPD,0.00,0.00,0.00,0.00,99.81,0.00,0.19,0.0000,0.0000,0.0000,0.0000
"2021-12-30 02:00:00",CHPD,0.00,0.00,0.00,0.00,99.93,0.00,0.07,0.0000,0.0000,0.0000,0.0000
"2021-12-30 03:00:00",CHPD,0.00,0.00,0.00,0.00,99.93,0.00,0.07,0.0000,0.0000,0.0000,0.0000
"2021-12-30 04:00:00",CHPD,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000
"2021-12-30 05:00:00",CHPD,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000
"2021-12-30 06:00:00",CHPD,0.00,0.00,0.00,0.00,99.94,0.00,0.06,0.0000,0.0000,0.0000,0.0000
"2021-12-30 07:00:00",CHPD,0.00,0.00,0.00,0.00,99.88,0.00,0.12,0.0000,0.0000,0.0000,0.0000
"2021-12-30 08:00:00",CHPD,0.00,0.00,0.00,0.00,99.82,0.00,0.18,0.0000,0.0000,0.0000,0.0000
"2021-12-30 09:00:00",CHPD,0.00,0.00,0.00,0.00,99.69,0.00,0.31,0.0000,0.0000,0.0000,0.0000
"2021-12-30 10:00:00",CHPD,0.00,0.00,0.00,0.00,99.63,0.00,0.37,0.0000,0.0000,0.0000,0.0000
"2021-12-30 11:00:00",CHPD,0.00,0.00,0.00,0.00,99.82,0.00,0.18,0.0000,0.0000,0.0000,0.0000
"2021-12-30 12:00:00",CHPD,0.00,0.00,0.00,0.00,99.54,0.00,0.46,0.0000,0.0000,0.0000,0.0000
"2021-12-30 13:00:00",CHPD,0.00,0.00,0.00,0.00,99.61,0.00,0.39,0.0000,0.0000,0.0000,0.0000
"2021-12-30 14:00:00",CHPD,0.00,0.00,0.00,0.00,99.53,0.00,0.47,0.0000,0.0000,0.0000,0.0000
"2021-12-30 15:00:00",CHPD,0.00,0.00,0.00,0.00,99.52,0.00,0.48,0.0000,0.0000,0.0000,0.0000
"2021-12-30 16:00:00",CHPD,0.00,0.00,0.00,0.00,99.53,0.00,0.47,0.0000,0.0000,0.0000,0.0000
"2021-12-30 17:00:00",CHPD,0.00,0.00,0.00,0.00,99.59,0.00,0.41,0.0000,0.0000,0.0000,0.0000
"2021-12-30 18:00:00",CHPD,0.00,0.00,0.00,0.00,99.58,0.00,0.42,0.0000,0.0000,0.0000,0.0000
"2021-12-30 19:00:00",CHPD,0.00,0.00,0.00,0.00,99.54,0.00,0.46,0.0000,0.0000,0.0000,0.0000
"2021-12-30 20:00:00",CHPD,0.00,0.00,0.00,0.00,99.62,0.00,0.38,0.0000,0.0000,0.0000,0.0000
"2021-12-30 21:00:00",CHPD,0.00,0.00,0.00,0.00,99.62,0.00,0.38,0.0000,0.0000,0.0000,0.0000
"2021-12-30 22:00:00",CHPD,0.00,0.00,0.00,0.00,99.69,0.00,0.31,0.0000,0.0000,0.0000,0.0000
"2021-12-30 23:00:00",CHPD,0.00,0.00,0.00,0.00,99.94,0.00,0.06,0.0000,0.0000,0.0000,0.0000
"2021-12-31 00:00:00",CHPD,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000
"2021-12-01 00:00:00",CISO,4.48,29.98,0.18,12.66,4.46,41.79,3.70,0.1669,1.5167,0.6281,23.5797
"2021-12-01 01:00:00",CISO,4.09,30.42,0.18,13.08,4.22,41.85,3.47,0.1650,1.4934,0.6349,24.2570
"2021-12-01 02:00:00",CISO,3.84,30.40,0.18,12.53,4.35,42.16,3.94,0.1621,1.4902,0.6116,23.7954
"2021-12-01 03:00:00",CISO,3.39,33.10,0.18,12.02,5.01,39.80,4.10,0.1678,1.7061,0.6013,24.1155
"2021-12-01 04:00:00",CISO,3.65,36.42,0.19,12.63,8.94,32.20,3.48,0.1836,2.7766,0.6371,26.6253
"2021-12-01 05:00:00",CISO,4.19,50.98,0.19,13.00,14.58,7.52,3.19,0.2455,4.9736,0.6774,31.9232
"2021-12-01 06:00:00",CISO,4.17,58.16,0.17,12.41,15.92,0.27,2.54,0.2732,7.2035,0.7192,35.3647
"2021-12-01 07:00:00",CISO,4.33,59.36,0.16,11.92,14.98,0.13,2.54,0.2799,7.4491,0.7275,35.9665
"2021-12-01 08:00:00",CISO,4.23,59.30,0.17,12.26,14.38,0.11,2.53,0.2799,7.4321,0.7336,36.7083
"2021-12-01 09:00:00",CISO,4.71,59.98,0.18,13.24,13.90,0.15,2.84,0.2820,7.1302,0.7651,37.3125
"2021-12-01 10:00:00",CISO,5.24,59.73,0.18,14.11,14.54,0.11,2.51,0.2830,7.3031,0.7926,37.4299
"2021-12-01 11:00:00",CISO,5.85,59.72,0.19,15.00,12.41,0.12,3.01,0.2892,6.5219,0.8200,37.6890
"2021-12-01 12:00:00",CISO,6.92,57.18,0.21,16.54,11.11,0.12,4.06,0.2906,5.1279,0.8477,37.5124
"2021-12-01 13:00:00",CISO,8.10,54.44,0.21,17.38,11.34,0.10,4.61,0.2914,4.8246,0.8567,37.2100
"2021-12-01 14:00:00",CISO,8.41,52.00,0.23,18.59,11.97,0.14,4.78,0.2847,4.8806,0.8673,37.2233
"2021-12-01 15:00:00",CISO,9.07,50.59,0.23,18.81,12.23,0.14,4.76,0.2863,4.7565,0.8694,36.6467
"2021-12-01 16:00:00",CISO,9.21,50.05,0.23,19.01,11.95,0.13,5.07,0.2860,4.5189,0.8702,36.1121
"2021-12-01 17:00:00",CISO,8.74,51.19,0.23,18.70,12.18,0.12,4.50,0.2852,4.6244,0.8691,36.3590
"2021-12-01 18:00:00",CISO,7.81,53.47,0.22,17.41,12.29,0.13,4.77,0.2840,4.9528,0.8464,36.0099
"2021-12-01 19:00:00",CISO,6.51,56.00,0.20,15.75,12.79,0.11,4.82,0.2813,5.9831,0.8070,36.0219
"2021-12-01 20:00:00",CISO,5.67,55.01,0.19,14.45,12.93,3.68,4.08,0.2692,6.1926,0.7646,34.8221
"2021-12-01 21:00:00",CISO,4.99,43.09,0.17,12.74,9.91,22.00,3.14,0.2179,3.8295,0.6413,28.7382
"2021-12-01 22:00:00",CISO,3.82,36.07,0.18,12.18,6.53,35.78,2.61,0.1769,1.9469,0.5564,24.8739
"2021-12-01 23:00:00",CISO,3.05,36.25,0.18,11.92,4.87,38.95,2.22,0.1695,1.4726,0.5397,24.3388
"2021-12-02 00:00:00",CISO,2.67,34.46,0.19,11.90,5.37,40.85,2.24,0.1587,1.5902,0.5175,24.5609
"2021-12-02 01:00:00",CISO,2.62,34.10,0.19,12.04,5.71,40.61,2.42,0.1570,1.7095,0.5156,24.5657
"2021-12-02 02:00:00",CISO,2.58,33.73,0.19,12.19,5.53,41.27,2.31,0.1553,1.6981,0.5201,24.1177
"2021-12-02 03:00:00",CISO,2.58,35.14,0.19,12.09,5.90,39.92,1.92,0.1607,1.8247,0.5273,24.7303
"2021-12-02 04:00:00",CISO,3.01,39.57,0.18,12.04,8.90,31.97,2.14,0.1815,2.6299,0.5641,26.0310
"2021-12-02 05:00:00",CISO,3.46,54.57,0.19,12.61,14.47,7.65,2.16,0.2491,5.0015,0.6794,32.4962
"2021-12-02 06:00:00",CISO,3.57,60.37,0.17,12.39,15.93,0.22,1.77,0.2739,6.3892,0.7210,34.8983
"2021-12-02 07:00:00",CISO,3.91,61.02,0.17,12.46,15.62,0.09,1.82,0.2784,7.3798,0.7312,36.0730
"2021-12-02 08:00:00",CISO,4.31,60.29,0.17,12.89,15.75,0.10,1.93,0.2785,7.5731,0.7436,35.8730
"2021-12-02 09:00:00",CISO,4.73,60.23,0.17,13.30,15.88,0.08,1.79,0.2806,7.1278,0.7582,35.4282
"2021-12-02 10:00:00",CISO,5.03,60.86,0.18,13.82,15.41,0.08,1.85,0.2833,6.2889,0.7775,35.0971
"2021-12-02 11:00:00",CISO,5.57,62.03,0.19,14.90,12.17,0.09,1.89,0.2937,4.9706,0.8151,35.4372
"2021-12-02 12:00:00",CISO,6.31,58.71,0.21,16.38,12.59,0.10,2.14,0.2893,4.8074,0.8377,36.4287
"2021-12-02 13:00:00",CISO,7.19,57.62,0.21,16.87,11.57,0.10,2.45,0.2948,4.9823,0.8575,37.4051
"2021-12-02 14:00:00",CISO,7.86,55.44,0.22,17.52,11.56,0.07,2.87,0.2935,5.0071,0.8701,38.8263
"2021-12-02 15:00:00",CISO,8.09,55.32,0.22,17.39,11.16,0.06,3.32,0.2944,4.7033,0.8663,38.0215
"2021-12-02 16:00:00",CISO,8.10,55.17,0.22,17.58,11.07,0.09,3.51,0.2932,4.6391,0.8667,38.0739
"2021-12-02 17:00:00",CISO,8.11,54.09,0.23,17.85,11.97,0.10,3.28,0.2893,4.8438,0.8613,38.0273
"2021-12-02 18:00:00",CISO,6.91,56.42,0.22,16.82,12.72,0.08,2.93,0.2854,4.9206,0.8376,37.4321
"2021-12-02 19:00:00",CISO,6.15,58.19,0.20,15.44,12.56,0.07,2.61,0.2875,5.2275,0.8102,36.5964
"2021-12-02 20:00:00",CISO,5.16,57.15,0.19,14.29,12.85,3.38,2.39,0.2737,6.0635,0.7717,36.5702
"2021-12-02 21:00:00",CISO,4.97,44.89,0.18,12.51,9.44,23.04,1.55,0.2234,3.8884,0.6483,30.4889
"2021-12-02 22:00:00",CISO,4.08,37.09,0.18,11.42,7.88,34.84,1.44,0.1841,2.2765,0.5533,26.6746
"2021-12-02 23:00:00",CISO,3.78,35.42,0.18,11.30,6.48,38.73,1.30,0.1741,1.6525,0.5403,25.4543
"2021-12-03 00:00:00",CISO,3.58,35.28,0.18,11.36,4.79,40.54,1.47,0.1715,1.1997,0.5366,24.7764
"2021-12-03 01:00:00",CISO,3.50,33.32,0.18,11.56,4.94,41.98,1.80,0.1633,1.4005,0.5265,24.6911
"2021-12-03 02:00:00",CISO,3.44,32.72,0.19,11.98,5.44,41.82,1.80,0.1604,1.5181,0.5289,24.8960
"2021-12-03 03:00:00",CISO,3.31,35.54,0.19,11.94,5.50,38.94,2.00,0.1696,1.6515,0.5430,25.3991
"2021-12-03 04:00:00",CISO,3.43,39.79,0.19,12.23,9.52,29.38,2.16,0.1885,2.7041,0.5783,27.8852
"2021-12-03 05:00:00",CISO,4.04,52.55,0.19,12.91,14.77,7.51,2.65,0.2481,4.8583,0.6851,33.6178
"2021-12-03 06:00:00",CISO,4.36,58.93,0.17,12.03,16.11,0.39,2.45,0.2764,6.8614,0.7178,35.3075
"2021-12-03 07:00:00",CISO,4.42,58.93,0.17,12.09,16.21,0.16,2.51,0.2769,6.8558,0.7203,35.2891
"2021-12-03 08:00:00",CISO,4.79,57.06,0.17,12.59,17.07,0.17,2.51,0.2734,7.6334,0.7269,35.3637
"2021-12-03 09:00:00",CISO,5.05,57.08,0.17,13.27,16.48,0.15,2.61,0.2746,6.7482,0.7507,35.6194
"2021-12-03 10:00:00",CISO,5.38,57.23,0.18,13.76,15.83,0.09,2.87,0.2768,6.4177,0.7667,35.8560
"2021-12-03 11:00:00",CISO,5.97,56.75,0.18,14.72,14.97,0.09,3.05,0.2802,5.1918,0.7858,35.0634
"2021-12-03 12:00:00",CISO,6.86,57.10,0.20,15.86,13.04,0.11,3.21,0.2887,4.7223,0.8221,36.1341
"2021-12-03 13:00:00",CISO,7.58,55.70,0.21,16.57,12.21,0.12,3.48,0.2914,4.7954,0.8337,36.6720
"2021-12-03 14:00:00",CISO,8.34,54.34,0.22,17.47,11.86,0.13,3.63,0.2930,4.8505,0.8494,37.2688
"2021-12-03 15:00:00",CISO,8.55,54.00,0.22,17.92,11.46,0.12,3.75,0.2933,4.5382,0.8602,37.3720
"2021-12-03 16:00:00",CISO,7.80,54.17,0.22,18.26,11.75,0.12,3.71,0.2860,4.4076,0.8513,36.3187
"2021-12-03 17:00:00",CISO,7.40,54.66,0.23,18.41,11.89,0.12,3.45,0.2834,4.4892,0.8536,36.6971
"2021-12-03 18:00:00",CISO,7.12,55.83,0.22,17.12,12.33,0.11,3.57,0.2849,4.6318,0.8377,36.6203
"2021-12-03 19:00:00",CISO,5.90,55.06,0.20,15.57,14.48,0.08,3.41,0.2744,5.2184,0.7853,35.5194
"2021-12-03 20:00:00",CISO,4.93,56.63,0.18,13.64,14.27,2.94,2.57,0.2705,5.9595,0.7378,35.3756
"2021-12-03 21:00:00",CISO,4.66,45.60,0.17,12.00,10.00,22.74,1.07,0.2238,3.6667,0.6327,29.5293
"2021-12-03 22:00:00",CISO,3.97,37.74,0.17,11.34,6.60,36.62,1.07,0.1840,1.8296,0.5534,24.4397
"2021-12-03 23:00:00",CISO,3.41,34.25,0.18,11.97,7.13,39.64,0.83,0.1655,1.7997,0.5319,24.5004
"2021-12-04 00:00:00",CISO,3.41,36.60,0.18,12.03,5.54,39.08,0.76,0.1744,1.4127,0.5557,24.0582
"2021-12-04 01:00:00",CISO,3.59,38.16,0.18,11.87,4.75,38.04,0.85,0.1823,1.3344,0.5620,24.6834
"2021-12-04 02:00:00",CISO,3.08,35.83,0.19,11.99,4.58,40.70,1.37,0.1680,1.8027,0.5366,24.5134
"2021-12-04 03:00:00",CISO,3.27,34.08,0.19,12.00,6.84,39.53,1.64,0.1634,2.6080,0.5322,24.8753
"2021-12-04 04:00:00",CISO,3.05,41.79,0.19,12.05,9.06,29.67,1.82,0.1900,3.0824,0.5757,27.5053
"2021-12-04 05:00:00",CISO,3.52,58.40,0.20,12.67,12.19,6.54,2.16,0.2618,4.8724,0.6986,33.8902
"2021-12-04 06:00:00",CISO,3.78,60.17,0.17,11.60,14.62,0.49,2.82,0.2766,6.7760,0.6960,35.2427
"2021-12-04 07:00:00",CISO,4.02,58.98,0.18,12.00,15.27,0.36,3.55,0.2727,7.4780,0.7011,35.9775
"2021-12-04 08:00:00",CISO,4.55,57.07,0.17,12.59,15.73,0.36,3.49,0.2714,7.9358,0.7206,36.1928
"2021-12-04 09:00:00",CISO,4.73,57.58,0.18,13.09,16.32,0.36,3.77,0.2698,8.1323,0.7379,36.6096
"2021-12-04 10:00:00",CISO,4.95,57.47,0.18,13.55,15.42,0.29,3.94,0.2722,7.6833,0.7514,36.6678
"2021-12-04 11:00:00",CISO,5.12,57.65,0.19,14.46,12.79,0.32,4.81,0.2756,6.9075,0.7730,36.8161
"2021-12-04 12:00:00",CISO,5.98,59.54,0.20,15.49,10.58,0.30,4.61,0.2878,6.1237,0.8197,37.3869
"2021-12-04 13:00:00",CISO,6.90,56.75,0.21,16.61,10.96,0.37,4.35,0.2870,5.7947,0.8383,37.5404
"2021-12-04 14:00:00",CISO,7.42,56.07,0.22,17.12,10.74,0.34,4.13,0.2890,4.8113,0.8527,36.9051
"2021-12-04 15:00:00",CISO,7.70,56.97,0.22,17.61,9.35,0.35,3.83,0.2949,4.1919,0.8720,36.8646
"2021-12-04 16:00:00",CISO,7.14,56.97,0.22,17.79,10.31,0.36,3.41,0.2890,4.3948,0.8636,36.7299
"2021-12-04 17:00:00",CISO,6.99,56.98,0.23,18.24,10.41,0.36,2.76,0.2887,4.4551,0.8699,37.4495
"2021-12-04 18:00:00",CISO,6.53,58.83,0.23,17.37,10.32,0.34,2.34,0.2914,4.4313,0.8575,37.6214
"2021-12-04 19:00:00",CISO,6.00,60.80,0.22,16.25,10.47,0.31,1.81,0.2945,5.5904,0.8390,38.4960
"2021-12-04 20:00:00",CISO,5.58,56.80,0.21,15.35,12.19,3.57,1.28,0.2776,6.7113,0.7885,39.0109
"2021-12-04 21:00:00",CISO,4.63,44.77,0.19,12.76,9.17,23.31,0.63,0.2221,3.8805,0.6356,31.3723
"2021-12-04 22:00:00",CISO,4.18,37.32,0.19,11.78,6.53,36.28,0.51,0.1853,1.8244,0.5521,26.2255
"2021-12-04 23:00:00",CISO,3.93,35.41,0.19,11.93,6.81,38.29,0.39,0.1755,1.7707,0.5447,25.7251
"2021-12-05 00:00:00",CISO,4.08,35.69,0.20,11.74,5.61,39.14,0.46,0.1779,1.2911,0.5443,25.6763
"2021-12-05 01:00:00",CISO,3.76,36.17,0.20,12.56,6.00,37.59,0.73,0.1766,1.3922,0.5586,25.2757
"2021-12-05 02:00:00",CISO,3.84,32.05,0.20,12.93,6.32,40.84,0.78,0.1617,2.1044,0.5433,25.7628
"2021-12-05 03:00:00",CISO,3.59,33.56,0.20,13.22,7.61,37.81,1.05,0.1651,2.6808,0.5573,26.8980
"2021-12-05 04:00:00",CISO,3.57,37.82,0.21,13.54,9.92,30.67,1.40,0.1808,3.2998,0.5859,28.6514
"2021-12-05 05:00:00",CISO,4.72,52.38,0.21,14.09,13.70,7.30,2.56,0.2528,5.2253,0.7178,36.0853
"2021-12-05 06:00:00",CISO,4.74,57.15,0.18,12.80,15.27,0.52,3.99,0.2730,7.2416,0.7367,38.0506
"2021-12-05 07:00:00",CISO,5.10,54.83,0.18,12.82,13.93,0.35,7.36,0.2681,7.5996,0.7235,37.1290
"2021-12-05 08:00:00",CISO,5.52,52.77,0.17,13.57,14.27,0.49,7.54,0.2646,7.4595,0.7412,36.5751
"2021-12-05 09:00:00",CISO,5.75,51.39,0.18,13.97,14.75,0.47,9.09,0.2584,6.9641,0.7434,35.8684
"2021-12-05 10:00:00",CISO,6.11,52.38,0.19,14.81,14.79,0.46,7.74,0.2638,6.7908,0.7727,36.5563
"2021-12-05 11:00:00",CISO,6.55,49.83,0.19,15.42,13.76,0.39,10.23,0.2589,6.2421,0.7693,36.0714
"2021-12-05 12:00:00",CISO,7.54,49.39,0.21,17.07,13.87,0.36,7.76,0.2671,6.2254,0.8058,36.6921
"2021-12-05 13:00:00",CISO,7.57,49.03,0.21,17.11,14.31,0.33,7.77,0.2653,6.3749,0.8051,36.8073
"2021-12-05 14:00:00",CISO,7.58,48.48,0.22,17.99,12.74,0.36,8.88,0.2635,5.9048,0.8084,35.9131
"2021-12-05 15:00:00",CISO,7.81,45.56,0.23,18.59,12.89,0.38,10.74,0.2543,5.8446,0.8037,36.0362
"2021-12-05 16:00:00",CISO,7.99,46.92,0.23,19.06,13.60,0.39,7.95,0.2608,5.9049,0.8239,37.0042
"2021-12-05 17:00:00",CISO,7.86,46.74,0.24,19.20,14.35,0.39,7.27,0.2587,6.2118,0.8224,37.5821
"2021-12-05 18:00:00",CISO,7.54,47.66,0.24,18.92,15.90,0.38,4.66,0.2607,6.6636,0.8196,38.5118
"2021-12-05 19:00:00",CISO,7.02,48.93,0.23,18.47,16.25,0.37,3.53,0.2615,7.1818,0.8222,39.4159
"2021-12-05 20:00:00",CISO,6.51,48.57,0.22,17.37,15.16,3.62,2.51,0.2575,7.8913,0.8003,40.1930
"2021-12-05 21:00:00",CISO,6.18,34.31,0.21,15.13,11.82,24.46,1.83,0.2004,4.9447,0.6507,31.7486
"2021-12-05 22:00:00",CISO,5.69,30.54,0.20,13.83,7.28,36.92,1.60,0.1763,1.8385,0.5888,25.6943
"2021-12-05 23:00:00",CISO,5.25,29.14,0.20,14.02,8.26,38.11,1.68,0.1652,1.4806,0.5816,24.2655
"2021-12-06 00:00:00",CISO,5.15,29.75,0.19,14.50,8.32,37.01,1.73,0.1662,1.2951,0.5989,24.3006
"2021-12-06 01:00:00",CISO,5.15,29.89,0.19,14.26,8.76,37.15,1.34,0.1666,1.2935,0.5916,23.6687
"2021-12-06 02:00:00",CISO,5.37,29.88,0.20,14.40,6.40,39.53,1.01,0.1688,1.1487,0.5993,24.4700
"2021-12-06 03:00:00",CISO,5.28,31.61,0.20,14.27,5.34,38.73,1.42,0.1747,1.1880,0.6058,25.1193
"2021-12-06 04:00:00",CISO,5.05,36.49,0.20,13.72,8.97,30.02,2.55,0.1906,2.3107,0.6138,27.4620
"2021-12-06 05:00:00",CISO,5.46,49.05,0.22,15.12,13.26,7.37,3.17,0.2499,4.5282,0.7316,34.6039
"2021-12-06 06:00:00",CISO,5.02,55.60,0.18,12.68,13.69,0.65,4.68,0.2739,6.7426,0.7315,36.3525
"2021-12-06 07:00:00",CISO,4.68,57.60,0.17,12.23,15.89,0.35,3.21,0.2741,7.0660,0.7206,35.2783
"2021-12-06 08:00:00",CISO,4.70,60.17,0.17,12.44,15.61,0.35,2.03,0.2806,7.3823,0.7425,36.1473
"2021-12-06 09:00:00",CISO,4.77,60.74,0.18,12.82,15.94,0.42,1.63,0.2809,7.4588,0.7570,36.9796
"2021-12-06 10:00:00",CISO,4.91,61.35,0.18,13.60,15.48,0.42,1.10,0.2832,7.3010,0.7793,37.1825
"2021-12-06 11:00:00",CISO,5.49,60.99,0.19,14.51,14.10,0.36,1.20,0.2881,7.2864,0.8043,37.8195
"2021-12-06 12:00:00",CISO,6.12,59.85,0.20,15.32,12.94,0.28,1.97,0.2904,6.1560,0.8094,37.2093
"2021-12-06 13:00:00",CISO,6.54,58.73,0.21,16.23,12.06,0.31,2.42,0.2903,6.1079,0.8142,37.0361
"2021-12-06 14:00:00",CISO,7.10,56.16,0.23,17.19,12.24,0.33,2.74,0.2866,6.0249,0.8285,38.4111
"2021-12-06 15:00:00",CISO,7.31,56.36,0.23,17.30,12.29,0.33,1.88,0.2889,5.9647,0.8333,38.7783
"2021-12-06 16:00:00",CISO,6.91,57.02,0.23,17.46,11.77,0.36,1.60,0.2873,5.1995,0.8393,38.3298
"2021-12-06 17:00:00",CISO,6.39,57.39,0.23,17.28,11.81,0.34,1.94,0.2832,5.1880,0.8325,38.2731
"2021-12-06 18:00:00",CISO,5.69,58.10,0.22,16.26,12.89,0.31,2.34,0.2785,5.8006,0.8074,38.0391
"2021-12-06 19:00:00",CISO,4.93,59.17,0.20,14.06,14.65,0.26,1.62,0.2788,6.2654,0.7662,37.5197
"2021-12-06 20:00:00",CISO,4.03,58.11,0.18,12.84,16.17,2.97,1.28,0.2659,7.6483,0.7177,36.5475
"2021-12-06 21:00:00",CISO,3.79,51.41,0.17,11.20,10.57,18.19,0.50,0.2380,4.7356,0.6390,31.1897
"2021-12-06 22:00:00",CISO,3.19,47.89,0.17,10.46,7.13,27.69,0.47,0.2158,2.2865,0.5773,27.5008
"2021-12-06 23:00:00",CISO,2.66,48.01,0.17,10.48,7.44,28.18,0.43,0.2101,2.1428,0.5670,26.7537
"2021-12-07 00:00:00",CISO,2.36,49.27,0.17,10.42,7.38,27.48,0.46,0.2115,2.1086,0.5673,26.6185
"2021-12-07 01:00:00",CISO,1.96,48.54,0.18,9.74,7.39,28.04,1.18,0.2060,2.2215,0.5359,26.9327
"2021-12-07 02:00:00",CISO,1.99,50.10,0.17,9.61,6.60,26.84,2.41,0.2106,2.2854,0.5405,26.9370
"2021-12-07 03:00:00",CISO,2.12,51.78,0.18,9.84,6.33,21.41,6.09,0.2178,2.4046,0.5634,27.4445
"2021-12-07 04:00:00",CISO,2.65,53.83,0.18,10.21,9.36,14.25,7.13,0.2312,3.4158,0.5993,29.5499
"2021-12-07 05:00:00",CISO,3.04,62.39,0.18,10.68,10.88,3.12,6.57,0.2695,4.2642,0.6741,32.2454
"2021-12-07 06:00:00",CISO,2.75,62.55,0.16,9.46,12.48,0.28,8.24,0.2702,5.7374,0.6464,32.2147
"2021-12-07 07:00:00",CISO,2.87,61.18,0.16,9.80,13.66,0.24,8.57,0.2649,6.4133,0.6465,33.1895
"2021-12-07 08:00:00",CISO,3.24,58.85,0.16,10.36,13.84,0.28,9.51,0.2596,6.9543,0.6578,33.0574
"2021-12-07 09:00:00",CISO,3.51,58.18,0.16,10.68,13.44,0.29,9.99,0.2596,7.1193,0.6704,33.5649
"2021-12-07 10:00:00",CISO,3.80,58.15,0.17,11.01,12.23,0.25,10.83,0.2619,5.9215,0.6802,33.0300
"2021-12-07 11:00:00",CISO,4.36,58.79,0.18,11.99,10.83,0.31,11.02,0.2670,5.0180,0.7102,32.8984
"2021-12-07 12:00:00",CISO,4.89,57.20,0.20,13.54,10.53,0.34,10.36,0.2669,4.6471,0.7408,34.3058
"2021-12-07 13:00:00",CISO,5.26,56.19,0.21,14.77,11.26,0.36,8.72,0.2672,3.4311,0.7621,34.0662
"2021-12-07 14:00:00",CISO,5.70,57.38,0.21,14.77,10.19,0.38,7.57,0.2761,2.9979,0.7853,35.0973
"2021-12-07 15:00:00",CISO,5.72,59.31,0.21,14.57,8.75,0.38,7.52,0.2830,2.7587,0.7975,35.7082
"2021-12-07 16:00:00",CISO,5.72,58.26,0.22,14.99,9.19,0.35,7.51,0.2790,2.8385,0.7958,36.3082
"2021-12-07 17:00:00",CISO,5.62,58.96,0.22,14.84,9.38,0.35,6.83,0.2806,2.8638,0.7935,36.4849
"2021-12-07 18:00:00",CISO,5.22,57.87,0.21,14.23,9.60,0.26,9.06,0.2722,2.9852,0.7666,35.8019
"2021-12-07 19:00:00",CISO,4.60,58.51,0.20,13.05,11.45,0.23,8.67,0.2686,3.8048,0.7346,35.3245
"2021-12-07 20:00:00",CISO,4.29,57.56,0.18,12.05,13.26,0.41,8.22,0.2644,4.7815,0.7112,35.2008
"2021-12-07 21:00:00",CISO,3.72,58.67,0.17,11.39,12.86,3.34,5.86,0.2637,4.1173,0.6943,32.6625
"2021-12-07 22:00:00",CISO,3.39,55.45,0.17,11.33,13.15,8.37,3.80,0.2493,3.7934,0.6651,31.4770
"2021-12-07 23:00:00",CISO,3.46,53.79,0.17,11.38,10.76,15.45,2.83,0.2386,2.8851,0.6573,29.4033
"2021-12-08 00:00:00",CISO,3.56,52.98,0.17,11.39,6.76,20.44,2.51,0.2363,1.9842,0.6620,27.8972
"2021-12-08 01:00:00",CISO,3.81,52.37,0.17,12.79,6.58,19.22,2.77,0.2370,1.9960,0.6934,28.3451
"2021-12-08 02:00:00",CISO,3.87,52.88,0.18,12.09,7.23,18.83,2.75,0.2385,2.0453,0.6769,28.5631
"2021-12-08 03:00:00",CISO,3.91,55.53,0.19,12.48,7.60,15.07,3.12,0.2489,2.2554,0.6979,30.0206
