"Balancing Authority","Coal Share(%)","Gas Share(%)","Oil Share(%)","Nuclear Share(%)","Hydro Share(%)","Solar Share(%)","Wind Share(%)","Carbon (lbs/kWh)","WC (m3/MWh)","WC (m3/MWh) - Zero water to hydro","WW (m3/MWh)"
"National Average",17.2692,31.5697,0.1479,12.6702,21.8829,1.9054,9.7099,0.2999,8.1732,0.7638,31.4918
