"Balancing Authority","Coal Share(%)","Gas Share(%)","Oil Share(%)","Nuclear Share(%)","Hydro Share(%)","Solar Share(%)","Wind Share(%)","Carbon (lbs/kWh)","WC (m3/MWh)","WC (m3/MWh) - Zero water to hydro","WW (m3/MWh)"
"National Average",20.3955,32.9931,0.1390,12.3108,21.7336,1.8592,6.0278,0.3152,6.9438,0.7830,27.6147
